"county_fips","avg_download_mbps","avg_upload_mbps","avg_latency_ms","median_download_mbps","median_upload_mbps","total_tests","total_devices","n_tiles"
"16073",49.5355346260388,6.92591966759003,45.1329639889197,10.2585,3.1165,361,92,68
"16075",67.0246780952381,10.9902857142857,31.6,28.218,4.79,525,185,123
"16077",61.9652943143813,30.4491404682274,25.190635451505,38.902,13.374,299,96,69
"16079",20.2402957559682,5.2347400530504,281.594164456233,17.1105,1.833,754,232,106
"16081",31.3177549325026,10.4536936656282,43.0882658359294,22.095,5.105,963,370,231
"16083",79.4557853560681,23.0206900702106,32.2567703109328,56.171,9.521,1994,819,350
"16085",57.9136194086429,8.77964746019712,59.1106899166035,16.4345,3.287,1319,494,236
"16087",48.2298076923077,13.4910913461538,50.0048076923077,18.9605,4.6785,208,68,46
"17001",112.052688007214,47.6995879170424,48.1686203787196,71.346,11.932,1109,395,212
"17003",10.4309377777778,2.80536444444444,183.395555555556,8.076,1.9235,225,43,34
"17005",59.4618112840467,7.73629766536965,67.4241245136187,14.5075,3.3145,514,160,92
"17007",133.585431243124,18.1211492482582,33.0913091309131,102.215,11.988,2727,638,326
"17009",68.6015538461538,78.6081538461538,91.3076923076923,31.19,4.937,65,23,19
"17011",81.502896235078,9.92840817263545,39.2910927456382,38.2375,7.1815,2178,576,314
"17013",6.18618181818182,2.7928041958042,425.160839160839,8.8625,2.128,429,66,52
"17015",37.1026690518784,9.69264847942755,53.4302325581395,15.502,3.807,1118,265,159
"17017",29.7379917898194,9.01268965517242,34.3448275862069,22.117,2.813,609,184,91
"17019",122.545026287388,49.7230238205365,21.6468547641073,92.012,13.319,12972,3323,916
"17021",87.7348528405202,58.863984257358,27.782340862423,28.531,6.135,1461,480,295
"17023",69.8181252059308,11.9352174629325,93.3212520593081,19.934,4.7975,607,150,102
"17025",68.8444927782498,20.68225913339,16.642310960068,111.503,23.65,1177,219,137
"17027",79.1441957796014,8.2897919109027,26.8018757327081,43.593,7.109,1706,464,255
"17029",46.7235708748616,10.5988914728682,37.3239202657807,18.515,4.362,1806,559,291
"17031",146.803556473371,37.1742477736765,14.8568975906351,133.742,16.28,330253,83672,9635
"17033",49.4000387811634,11.0929349030471,63.3324099722992,20.939,4.064,722,136,95
"17035",40.9423125,7.25316666666667,136.784722222222,14.307,3.211,144,67,52
"17037",153.76106337158,70.8561097969992,16.0954986760812,125.0165,23.8905,5665,1660,530
"17039",122.467095057034,21.1978897338403,51.4144486692015,54.6345,14.199,526,130,82
"17041",76.9519427609428,14.6246868686869,32.4225589225589,33.768,9.399,594,179,111
"17043",142.504354959074,22.6888648440554,16.2582414328188,129.6395,15.367,84421,21179,3424
"17045",67.4953587338804,8.50541735052755,36.5228604923798,82.974,9.027,853,195,101
"17047",101.526018987342,19.696,51.6582278481013,92.5065,16.4485,316,57,46
"17049",101.217566471163,27.4975703812317,27.2575757575758,69.648,16.943,2046,538,327
"17051",101.782998327759,12.3321772575251,89.0334448160535,33.906,6.94,598,186,109
"17053",53.7012301587301,14.3179742063492,55.5515873015873,34.7795,9.4055,504,170,102
"17055",86.3412157287157,17.4415043290043,89.6659451659452,45.602,11.729,1386,392,220
"17057",109.69173816156,62.0574363974002,35.3630454967502,83.213,12.0055,1077,250,152
"17059",28.9981157894737,7.66991578947368,55.5052631578947,21.4425,5.3195,95,40,30
"17061",48.3679279368213,10.0613652517275,137.461006910168,13.826,7.864,1013,181,121
"17063",166.169137323944,18.7857414906103,20.8268779342723,78.296,11.7655,3408,754,344
"17065",64.866145510836,27.1582972136223,41.1269349845201,39.743,5.0775,323,102,84
"17067",56.0939819121447,15.5158242894057,70.046511627907,44.845,11.644,387,136,103
"17069",42.2698,41.4845,4,43.814,46.754,10,5,5
"17071",58.9933172043011,11.5815,148.543010752688,18.0965,3.195,186,47,42
"17073",106.32949719888,16.3431760037348,28.2838468720822,64.1535,11.279,2142,460,274
"17075",75.6549230769231,11.6561044776119,47.9965556831228,14.5135,3.3475,871,312,202
"17077",59.4143152332362,17.9375601311953,39.7467201166181,34.465,8.5935,2744,713,386
"17079",61.1250909090909,7.30154848484849,34.2939393939394,23.932,3.2305,330,99,68
"17081",71.2884090441932,8.89634737923946,58.2230215827338,40.8335,7.3345,973,308,206
"17083",38.4065610651974,9.6726170798898,87.2341597796143,13.954,2.352,1089,350,209
"17085",45.1996076923077,12.0293683760684,61.3717948717949,20.33,7.011,2340,633,357
"17087",26.7352598187311,11.9242900302115,57.0966767371601,11.439,2.24,331,98,81
"17089",150.811054996216,57.0149842900719,15.5309955736991,133.931,19.413,43603,11019,2607
"17091",135.989790448138,16.3527073427309,26.5930990953082,95.724,11.871,4753,1300,569
"17093",172.96283757166,78.1167365868,13.7496692635602,144.754,32.39,13606,3322,744
"17095",119.690340934372,30.8463993325918,29.202447163515,66.279,11.926,1798,522,304
"17097",147.925538302593,21.4615200108396,17.3076232576258,130.4045,15.34,59043,15037,3734
"17099",105.414718977421,17.9006911737264,32.068856129875,61.8255,11.276,5359,1538,710
"17101",82.9608338762215,12.700009771987,52.8306188925081,33.07,5.611,307,114,79
"17103",81.0146691871455,9.40826559546314,44.804347826087,29.7635,6.125,1058,343,224
"17105",62.534664277839,13.1095904079383,34.8726571113561,24.1425,8.113,1814,453,254
"17107",101.965538390379,11.3494107308048,51.9111933395005,67.418,9.28,1081,304,173
"17109",139.049791457286,22.5814208542714,25.5866834170854,102.154,14.906,796,267,139
"17111",147.203855076508,20.1717760104181,20.8967954978838,116.789,12.9685,21501,5706,1860
"17113",137.73645867089,83.4450616434184,13.4393616373272,107.822,29.08,16417,3877,873
"17115",141.57495455668,14.4646905408743,25.1192887132625,97.651,11.7105,4049,1174,530
"17117",50.4726314970433,8.52161780267663,55.0059134765017,20.573,4.5515,3213,810,424
"17119",120.657911796266,24.5664404463839,21.5688532799199,94.518,10.6545,13979,3900,1554
"17121",68.9218655870445,10.0173109311741,46.565991902834,35.6245,9.137,1235,322,206
"17123",40.8950980392157,8.25264215686274,55.1004901960784,15.672,2.785,408,128,93
"17125",39.0855528846154,28.015782051282,43.1714743589744,20.62,2.2915,624,153,96
"17127",59.1057025089606,6.21617025089606,50.5573476702509,21.954,3.857,558,145,93
"17129",25.0813115519253,4.01942823803967,73.0548424737456,16.334,2.234,857,208,136
"17131",35.6498275193798,9.51056007751938,98.6434108527132,18.521,4.741,516,167,131
"17133",98.8288044871795,16.7045389957265,17.7350427350427,54.665,7.877,1872,571,262
"17135",110.058391705069,55.9756044546851,40.7058371735791,23.452,4.559,1302,377,208
"17137",54.4269224219489,15.8776584673605,36.5690633869442,22.8445,7.9295,2114,593,300
"17139",62.264331372549,12.7524019607843,34.8078431372549,39.2615,10.1765,510,141,94
"17141",88.6676584382871,11.2317833753149,45.8690176322418,31.337,7.612,1985,534,338
"17143",119.871341134908,21.5028022742327,31.7119673217046,91.05,11.871,9058,2393,933
"17145",67.0935898617512,11.5707619047619,116.142857142857,45.413,8.87,651,156,95
"17147",132.09050627138,101.06301368301,41.42417331813,52.012,16.444,877,249,131
"17149",38.2294427745665,29.254123699422,44.1387283236994,18.9175,7.8795,865,274,168
"17151",29.0256,15.3324333333333,30.1666666666667,17.2895,2.6655,30,12,10
"17153",17.8899615384615,5.31223076923077,230.307692307692,10.783,2.419,26,18,17
"17155",25.5150329218107,7.35918930041152,65.5802469135803,14.266,1.783,243,78,57
"17157",54.1077789179105,12.000026119403,29.7695895522388,26.6385,4.5265,1072,238,162
"17159",89.116555431131,14.328045912654,25.4636058230683,47.7685,10.0965,893,264,140
"17161",98.3832232093892,19.7903463858725,39.1599210266535,70.5055,15.4505,9117,2123,804
"17163",127.520528177458,23.470748934186,22.2398747668532,100.031,11.057,15012,3804,1395
"17165",57.0688421052632,20.9785402184707,46.2820258192651,43.336,12.809,1007,259,172
"17167",123.446182041288,22.6248772195756,29.665656128194,84.286,11.6575,13854,3650,1234
"17169",76.3998743455497,71.4344816753927,56.8534031413613,40.9375,12.6015,191,60,26
"17171",33.5140175438597,15.4287777777778,57.3391812865497,22.994,7.441,171,65,53
"17173",39.9279721329046,8.77125509110397,38.0310825294748,14.3545,2.728,933,266,172
"17175",71.4540418250951,15.2833498098859,46.7680608365019,23.056,5.264,263,68,45
"17177",82.5218058561425,12.5176473583705,35.0432845321451,29.638,7.819,1571,455,282
"17179",116.778741704036,25.5886455156951,23.6773542600897,84.442,14.2195,4460,1423,684
"17181",51.3969466666667,7.19413333333333,68.4966666666667,14.212,2.725,300,89,71
"17183",108.79206301608,14.539629726206,27.4971751412429,65.582,10.182,2301,655,355
"17185",100.282176146789,15.4467155963303,46.291743119266,75.716,10.288,545,138,63
"17187",62.0004831932773,14.2253046218487,49.4768907563025,29.6715,4.4635,476,134,92
"17189",37.1701476091476,7.03757380457381,38.2058212058212,14.298,3.0825,481,115,88
"17191",104.647646341463,21.7611585365854,24.2926829268293,86.227,20.166,902,225,147
"17193",59.5727774049217,10.4455413870246,30.9541387024608,49.5525,9.1355,894,126,80
"17195",96.0375712851405,17.7247143574297,57.1285140562249,54.551,10.728,1992,607,323
"17197",149.12168948152,32.1432944365822,17.2747339594552,130.265,15.9675,54409,13684,3252
"17199",70.7620769230769,21.2957112820513,45.048717948718,37.63,12.7445,3900,985,510
"17201",125.366970831765,13.2031817839669,24.7770982310877,95.073,11.359,10628,2946,1257
"17203",58.5563488372093,23.4426383483626,39.2448979591837,41.088,10.286,2107,568,316
"18001",86.2304309786131,15.494129617628,41.6953985742061,21.621,5.248,1543,422,224
"18003",122.015152394107,52.6963069879272,24.3747697974217,95.671,24.9355,19548,5491,1896
"18005",122.218843071786,18.1327028380634,43.5645122823754,89.813,11.88,4193,1205,449
"18007",36.4833366834171,4.43681909547739,86.891959798995,9.101,1.716,398,128,88
"18009",116.131372759857,12.2315376344086,40.4229390681004,11.7755,3.2835,279,79,56
"18011",102.231277996754,71.5600016230003,28.3481335497334,75.272,21.949,8626,2034,569
"18013",89.1541496388029,51.9052765737874,37.4509803921569,76.807,20.911,969,310,207
"18015",77.6601592632719,9.74208775731311,47.9219934994583,35.0015,6.495,923,289,168
"18017",132.160788788789,13.6293663663664,32.4484484484484,45.4465,11.0435,999,302,174
"18019",148.847579835987,31.8777821193118,47.0678565685802,122.4655,11.53,6219,1691,656
"18021",83.7051960877862,15.5580582061069,26.1669847328244,39.6795,9.3185,2096,418,264
"18023",82.0645830367734,27.3827319098458,107.166666666667,29.461,4.747,1686,379,219
"18025",18.0239349442379,3.48793866171004,114.812267657993,16.039,2.19,538,128,91
"18027",119.271100476397,32.407099177133,22.878302295366,56.559,15.05,2309,481,235
"18029",157.470845625286,29.747375171782,43.7095739807604,75.4815,12.0245,2183,579,372
"18031",95.5304013245033,37.4396966887417,62.876821192053,32.306,9.06,755,273,161
"18033",70.6745366323908,31.7689485861183,71.7641388174807,32.34,11.834,1556,520,278
"18035",128.443875653083,25.2691998432602,41.6298328108673,105.316,11.823,3828,1096,541
"18037",77.1189730085583,36.4930092165898,52.8485845951284,29.966,8.029,1519,456,284
"18039",111.643821646173,17.2164229533621,28.807798825745,80.326,11.37,9027,2863,1319
"18041",118.959827160494,65.2310592592592,28.0765432098765,76.812,20.151,810,255,133
"18043",140.5065920102,37.6640890352741,41.8219294517637,123.213,11.866,4706,1358,544
"18045",81.9595039872408,18.0928261562998,54.7320574162679,13.132,2.007,627,136,87
"18047",58.751014732965,63.18294106814,84.3683241252302,16.706,2.85,543,182,151
"18049",93.3721532033426,21.4986629526462,22.5821727019499,26.276,5.719,718,213,145
"18051",89.670856043956,10.2875967032967,67.6483516483516,31.401,6.565,910,290,196
"18053",76.2609496402878,15.3057010391687,36.5219824140687,59.764,11.059,1251,440,271
"18055",96.8577680412371,14.0051503436426,59.4012027491409,42.336,5.784,1164,305,196
"18057",141.849309262446,77.0442449019957,18.8032002215234,129.0595,38.244,50559,12062,2066
"18059",160.832386883145,39.6400333262124,31.1266823328349,116.852,17.809,4681,1189,474
"18061",108.556741399082,59.1418434633027,43.0584862385321,59.023,14.443,1744,520,357
"18063",128.316418905914,48.7308483973647,26.1580427862906,104.589,15.808,13509,3734,1209
"18065",139.922357290947,54.8148887353145,27.5369730476849,110.528,15.9555,1447,449,250
"18067",127.156878198294,21.2042595948827,33.1625799573561,104.926,11.807,3752,1132,493
"18069",89.9786586723769,51.0209040685225,29.1635974304069,51.821,11.534,2335,589,299
"18071",169.299590846682,140.948048970252,29.3986270022883,102.092,73.2475,2185,554,326
"18073",53.8725349056604,7.07889905660377,46.988679245283,19.6145,4.648,1060,439,278
"18075",49.5116234234234,7.93957297297297,42.9711711711712,13.042,4.983,555,165,127
"18077",118.457099304238,77.8783795066414,57.506008855155,71.4685,31.146,1581,385,190
"18079",103.797386446886,43.6004249084249,52.2087912087912,76.954,15.728,546,194,141
"18081",136.308636334687,80.4394113525993,24.0257145131757,105.9405,34.868,12561,3476,952
"18083",95.2779147489541,46.1526103556486,26.015690376569,74.481,12.95,1912,503,268
"18085",94.0988503750493,19.9966502171338,40.3024082116068,48.3295,11.208,5066,1555,710
"18087",40.9570007168459,7.75413691756272,65.4637992831541,9.896,1.3375,1395,360,256
"18089",152.857026464125,36.8411866819528,17.3958631890704,124.4045,14.4415,20934,5932,2076
"18091",110.111330386461,17.3690219752463,34.6115180601162,85.247,11.689,3959,1183,646
"18093",98.3160370156159,26.9075176402545,60.9687680740312,75.409,11.908,1729,445,313
"18095",117.718586045522,17.7027160178685,39.329717081472,84.933,11.4,4701,1472,777
"18097",147.077433174196,63.021966005326,23.8163999712113,131.495,21.149,41683,12421,3331
"18099",57.8508883439123,16.8954587420658,35.8508366993653,19.8005,3.8565,3466,954,522
"18101",107.528091254753,13.2257072243346,75.7015209125475,39.825,8.95,526,102,61
"18103",94.5378486973948,10.6538096192385,101.454909819639,51.873,7.5435,998,280,164
"18105",140.360995410037,37.8956097001224,30.578029375765,104.6475,14.8965,6536,1888,654
"18107",97.2990825852783,73.643632555356,33.1053261520048,49.326,17.4965,1671,540,300
"18109",118.727347917396,59.03798319916,51.1186559327966,71.714,18.974,2857,901,553
"18111",63.6509779411765,20.7300171568627,64,34.2205,9.212,408,152,108
"18113",79.6340637362637,15.502958974359,72.145054945055,31.194,7.937,1365,365,245
"18115",39.3869966329966,7.27387205387205,194.767676767677,24.624,5.105,297,52,35
"18117",78.3269791293977,58.3426195587358,17.226595110316,55.0335,53.0015,1677,440,318
"18119",82.1810122699386,54.2947566462168,102.233128834356,63.297,23.512,489,172,133
"18121",86.3502902584493,22.342972166998,68.6779324055666,39.496,8.922,503,164,121
"18123",41.9129683860233,10.450850249584,28.0998336106489,19.038,5.146,601,221,137
"18125",114.622913627639,15.1053608445298,34.0019193857965,61.543,8.561,521,132,92
"18127",140.986030157922,16.3960664289353,19.9712684666327,119.5395,12.067,9815,2506,1110
"18129",46.803810564663,7.39753916211293,108.427140255009,11.7365,2.044,1098,280,170
"18131",24.5029097605893,11.069561694291,76.6022099447514,9.211,2.332,543,182,126
"18133",119.053604606526,104.579056621881,49.1146833013436,80.2645,73.3155,2084,659,364
"18135",61.6823892339545,7.72597929606625,42.9730848861284,26.774,5.74,483,177,125
"18137",83.7703023782559,64.0302208380521,59.7938844847112,24.944,7.959,883,262,191
"18139",68.2528011152417,6.45470817843866,65.9423791821561,17.4635,4.265,538,150,94
"18141",147.456111888632,34.116619965756,17.5129159532495,113.44,13.1415,13433,3946,1386
"18143",130.961010438413,63.1947713987474,62.2891440501044,101.054,13.038,958,306,207
"18145",106.964685560859,20.1353937947494,42.6187350835322,43.924,5.998,1676,449,253
"18147",75.5091422172453,11.2060582306831,48.1030235162374,18.94,5.194,893,239,175
"18149",38.9340352014822,6.23949930523391,63.3862899490505,18.814,2.5615,2159,359,238
"18151",64.6308305647841,14.3506868770764,42.1926910299003,35.9355,8.694,2408,771,414
"18153",35.4563188235294,5.27752,87.3941176470588,14.74,2.074,850,235,159
"18155",36.701012244898,4.16400408163265,92.0204081632653,8.1975,0.7705,245,72,60
"18157",142.796364711972,87.5952499445388,17.9102270206315,116.826,50.4305,13523,3779,1068
"18159",51.4461972187105,17.441982300885,51.7142857142857,29.529,10.114,791,192,127
"18161",19.8022679900744,2.93219602977668,62.3200992555831,12.7415,1.6475,403,101,80
"18163",122.735323035594,44.2225206754293,41.4106303367553,98.161,15.5,10423,2928,873
"18165",96.2059632571996,18.1774687189672,57.1251241310824,76.141,10.344,1007,227,113
"18167",73.882546734757,13.3454059114825,37.9659548127515,69.692,11.194,6462,1264,651
"18169",68.5727806646525,45.5183631419939,76.5558912386707,18.132,4.754,1655,513,272
"18171",40.1039391727494,4.87479075425791,50.7445255474453,8.468,2.5255,411,89,74
"18173",120.492123283444,32.2303413053541,45.7466440364141,87.729,12.495,6481,1268,387
"18175",107.550393939394,66.8229696969697,152.633939393939,78.01,15.422,825,265,196
"18177",106.416917134831,11.0671320224719,39.2233146067416,51.537,5.939,1424,549,340
"18179",58.1118373904576,19.05688218111,37.3554040895813,22.5105,9.259,1027,302,186
"18181",110.836708237105,16.8873071593533,41.1231716705158,68.22,10.726,1299,455,264
"18183",47.9264152284264,11.0373370558376,67.8771573604061,9.132,1.537,1970,521,313
"19001",58.3803146853147,15.3115314685315,34.1818181818182,40.576,8.255,143,58,45
"19003",47.629347826087,10.648347826087,234.173913043478,18.3015,4.976,23,15,14
"19005",42.2969330143541,14.7137161084529,56.03668261563,13.146,2.4375,627,177,130
"19007",32.8022666666667,8.92984927536232,44.9739130434783,15.268,2.2815,345,96,72
"19009",86.6741151832461,13.6069476439791,37.6596858638743,45.472,8.77,191,34,17
"19011",61.1735429326288,33.515680317041,57.4900924702774,36.711,11.82,757,212,113
"19013",114.92571130031,76.416140247678,27.9551083591331,92.376,23.5185,6460,2004,670
"19015",64.0576923076923,16.4147056410256,53.5097435897436,40.368,10.329,975,271,147
"19017",100.159022865854,77.3810716463415,22.6768292682927,51.9865,31.7225,656,231,136
"19019",55.4704984615385,16.55316,216.2,34.991,6.683,325,111,83
"19021",105.846389876881,13.740439124487,30.0807113543092,61.6075,10.4325,731,190,90
"19023",110.402120437956,88.3300328467154,30.7956204379562,22.661,8.015,274,65,51
"19025",42.8197795527157,16.081482428115,41.6485623003195,24.465,11.25,313,68,48
"19027",61.4106124197002,26.3911755888651,29.1477516059957,38.5675,14.8845,467,167,94
"19029",46.3186666666667,11.5909646464646,39.3585858585859,36.731,8.7255,198,71,34
"19031",63.4195928030303,15.3829753787879,56.3409090909091,43.8445,6.171,528,176,106
"19033",82.2144405450041,46.0928567299752,16.5445912469034,63.534,23.152,2422,744,313
"19035",56.2547245901639,13.3119868852459,48.8295081967213,30.2125,5.475,305,80,52
"19037",29.985313648294,8.74129527559055,68.6141732283465,12.141,3.333,762,120,91
"19039",43.7943928571429,19.16235,41.0321428571429,26.947,3.9675,280,150,106
"19041",59.5755352941177,17.6281882352941,20.2205882352941,49.487,11.2075,340,114,66
"19043",76.9894007936508,27.2766587301587,63.702380952381,36.713,11.1695,252,78,66
"19045",82.5516268472906,20.4616822660099,29.3294334975369,59.269,17.061,1624,444,217
"19047",70.8342533333333,46.5799111111111,31.72,59.76,16.1805,225,103,60
"19049",87.0683415203666,51.0256774193548,27.2585834126092,60.5015,19.1245,11563,2753,642
"19051",52.6619,15.5149,25.8,53.5135,11.6385,10,7,4
"19053",101.745390909091,116.843368181818,10.5181818181818,74.772,77.999,220,78,65
"19055",48.5204763705104,38.897056710775,35.6805293005671,35.3915,21.9295,529,195,130
"19057",79.0649301903898,19.1694460562103,42.3735267452403,57.889,14.449,1103,325,147
"19059",75.8115431145431,16.4434311454311,37.6936936936937,56.082,13.912,1554,406,191
"19061",79.0363273945485,39.289376275316,30.6112380082229,54.411,22.539,6567,1551,561
"19063",136.779541176471,22.6767470588235,43.2382352941176,61.473,14.377,340,86,59
"19065",103.300065462754,25.6938442437923,43.548532731377,62.345,16.323,443,173,113
"19067",48.0399382022472,13.5951573033708,82.0438202247191,16.9625,4.9955,890,214,142
"19069",37.0216366120219,8.30128142076503,38.6967213114754,14.498,5.109,366,104,48
"19071",18.4147391304348,5.25628695652174,70.7565217391304,15.799,2.057,345,55,37
"19073",33.063735042735,11.9615641025641,19.1794871794872,24.478,7.299,117,39,27
"19075",38.1760215053763,9.03561424731183,49.6424731182796,17.842,4.939,744,145,93
"19077",42.9320519859813,7.18138960280374,57.027453271028,33.855,6.877,1712,76,49
"19079",76.0007364130435,18.5604184782609,52.929347826087,42.36,12.667,368,105,53
"19081",79.8286564885496,33.1700458015267,40.9618320610687,50.992,26.097,131,44,33
"19083",68.3812076271186,15.2852669491525,46.8008474576271,35.1745,12.4785,236,77,48
"19085",91.5546488888889,8.83621333333334,34.5511111111111,30.2175,7.114,675,178,106
"19087",52.1404454545455,16.2563984848485,135.742424242424,32.278,8.513,660,173,105
"19089",31.5183823529412,6.87680882352941,50.8529411764706,15.817,2.6715,204,74,58
"19091",41.95995625,14.539425,28.89375,20.9505,10.8155,160,66,40
"19093",47.4441018518518,7.43278086419753,44.6018518518519,34.35,5.2795,324,110,68
"19095",70.3836304945055,15.8929010989011,60.7706043956044,40.0685,9.965,728,212,120
"19097",106.087053156146,40.9940631229236,54.9335548172757,49.8105,18.4295,301,119,70
"19099",51.6172468619247,14.2421874476987,34.5728033472803,31.1955,9.149,2390,520,262
"19101",51.2048625,41.615965625,27.36875,36.761,30.9485,320,128,76
"19103",92.3792489849777,24.0283768777913,30.458587088916,68.6245,16.824,9852,2639,732
"19105",91.7121871257485,55.4477829341317,115.561377245509,63.803,19.433,668,167,115
"19107",64.0494751958225,34.6755221932115,29.2532637075718,31.2225,9.802,383,164,88
"19109",85.6519296875,19.13119921875,42.57421875,60.01,8.056,256,110,81
"19111",85.7273561973526,19.3212117930204,55.8820697954272,51.789,12.5605,831,248,148
"19113",106.190101279205,23.8259516333651,27.6616449941854,76.923,15.257,18918,4387,1195
"19115",90.2649791666667,17.4605833333333,46.8854166666667,31.814,8.553,192,91,71
"19117",39.4979813432836,13.4573917910448,77.1679104477612,37.894,9.774,268,79,61
"19119",56.1491531531531,8.6665045045045,13.3423423423423,58.694,9.2335,111,59,40
"19121",48.1110913978495,13.1037992831541,57.3637992831541,18.828,3.798,558,151,91
"19123",31.2923321428571,9.81448571428571,77.1821428571429,27.464,4.307,280,88,67
"19125",64.6843194385368,18.8189642705232,35.9319438536793,36.618,9.911,2351,606,285
"19127",77.9829251101322,16.9691365638766,50.9559471365639,52.967,14.246,1135,299,139
"19129",39.3501945636624,7.41890271816881,59.2331902718169,14.745,2.034,699,217,149
"19131",41.8185304347826,13.288947826087,26.8492753623188,19.8175,5.357,345,115,80
"19133",98.0036530612245,14.3425867346939,40.3265306122449,56.133,9.956,392,124,67
"19135",51.9982454545455,15.8915363636364,30.1204545454545,45.098,11.916,440,107,57
"19137",84.2969878787879,27.0818242424242,48.8848484848485,59.82,17.464,165,52,29
"19139",62.4940878520387,37.1340294241278,12.8591845313157,43.884,14.789,2379,626,267
"19141",27.3649166666667,12.782125,35.9166666666667,11.183,7.216,24,14,13
"19143",44.8665581395349,9.77495348837209,36.7209302325581,41.097,9.437,43,24,19
"19145",41.3871026490066,8.88105629139073,56.4834437086093,29.527,8.021,302,86,60
"19147",89.2686585365854,37.0754024390244,42.1951219512195,54.453,13.945,82,42,26
"19149",58.3533882113821,15.4370691056911,28.3313008130081,38.474,9.11,492,164,110
"19151",39.4381170212766,6.22262765957447,47.1595744680851,16.475,3.497,94,31,19
"19153",82.2043605414789,36.0688706942103,29.3285861661173,63.932,18.524,39743,9940,2236
"19155",107.689485585586,15.5770567567568,21.9795795795796,77.171,9.6265,3330,933,392
"19157",111.267692539563,43.8076352675207,22.4393368500377,53.9475,14.0095,1327,347,150
"19159",38.5978026315789,13.2943464912281,86.7061403508772,23.061,4.228,228,70,53
"19161",98.0319611650485,14.8568058252427,56.5339805825243,35.724,10.6375,103,35,24
"19163",135.503836928342,69.6670833765427,18.7945660064295,102.41,26.411,19286,3987,867
"19165",43.449824742268,39.7962886597938,17.4845360824742,40.689,36.805,97,41,21
"19167",72.4214029126214,18.8531747572816,11.1860841423948,40.718,8.971,618,227,145
"19169",91.2835338366138,47.1039104880022,30.1709355621461,59.483,17.697,7418,1799,412
"19171",78.1571031941032,15.6611081081081,62.8230958230958,40.8055,11.22,407,125,76
"19173",63.7929344262295,12.4460983606557,78.2295081967213,27.154,10.902,61,21,17
"19175",48.0080439189189,14.8963243243243,33.4391891891892,30.886,8.862,296,132,83
"19177",31.9403947368421,5.33442105263158,139.657894736842,16.143,4.373,38,11,11
"19179",122.72681098546,25.5759054927302,43.2891760904685,43.086,14.102,1238,285,156
"19181",76.6520819307716,45.5473486821213,37.0393775801842,45.697,14.376,3149,847,387
"19183",78.5008217179903,24.4626482982172,42.8589951377634,43.608,16.098,617,244,133
"19185",107.880271428571,114.884542857143,18.8285714285714,39.928,25.434,70,37,33
"19187",83.8678559122944,19.9072012529366,41.1871574001566,65.279,15.58,1277,269,113
"19189",73.9153366834171,57.5918743718593,13.5025125628141,54.239,50.268,199,69,43
"19191",65.6647014925373,19.3871256218905,58.452736318408,26.475,8.768,804,274,160
"19193",131.931411786038,29.8571776971895,21.864369900272,92.012,16.324,5515,1190,453
"19195",44.7049523809524,21.8234761904762,32.9464285714286,12.965,6.059,168,46,25
"19197",56.4450278592375,9.74106891495601,47.8093841642229,28.555,10.377,682,103,59
"20001",69.1624259259259,19.8276851851852,27,46.0485,9.5025,216,83,52
"20003",16.1536363636364,3.34331818181818,41.5113636363636,9.54,1.954,88,40,29
"20005",39.6042373791622,8.1708678839957,42.3082706766917,37.111,7.866,931,152,83
"20007",75.0546175,69.9189875,21.755,57.771,51.745,400,108,57
"20009",62.2106390804598,22.2668827586207,28.6402298850575,45.1945,10.5425,870,271,140
"20011",94.0542567049808,64.2501781609195,64.036398467433,37.439,5.396,522,166,93
"20013",25.2861608695652,7.84015217391304,30.004347826087,23.248,3.8005,230,67,52
"20015",100.51175,18.8706781954887,22.2526315789474,52.204,9.912,2660,852,410
"20017",33.8175338983051,30.6446525423729,42.3220338983051,16.193,1.678,118,31,17
"20019",16.8967741935484,1.52712903225806,57.1290322580645,11.5475,1.5145,31,20,16
"20021",71.9133240310077,50.6919674418605,52.631007751938,34.0875,7.113,645,225,162
"20023",39.6431785714286,11.2446666666667,10.0357142857143,28.494,7.4165,84,26,14
"20025",31.3634864864865,17.3765,28.9864864864865,27.606,24.046,74,37,27
"20027",59.2015426008969,59.5563363228699,236.089686098655,48.385,47.07,446,108,67
"20029",46.1287695473251,25.5975308641975,19.0288065843621,37.165,9.349,243,101,63
"20031",60.4598194444444,22.3077824074074,49.5601851851852,34.241,16.069,216,81,45
"20033",27.7220540540541,7.986,19.0540540540541,23.871,9.627,37,23,15
"20035",94.4336011363636,15.1327295454545,36.5681818181818,68.157,9.669,880,297,181
"20037",157.693078947368,112.038223684211,14.5401002506266,118.129,55.939,1596,532,277
"20039",13.1709807692308,3.02721153846154,30.6730769230769,6.5,3.12,52,16,11
"20041",61.0791297709923,25.8191132315522,26.5865139949109,31.085,5.281,786,209,138
"20043",21.2125418326693,2.89945019920319,43.5338645418327,21.114,3.3045,251,64,44
"20045",94.82106741078,30.663481127919,42.6545748274343,57.648,10.818,6809,1912,565
"20047",95.6865405405405,14.6991621621622,32.0540540540541,7.442,8.683,37,11,9
"20049",34.8052952380952,16.7922095238095,55.0857142857143,24.7875,3.0415,105,38,20
"20051",50.8738290468986,25.9850584972264,10.8376197680282,44.6405,24.846,1983,574,174
"20053",43.1304866666667,15.3157266666667,22.5866666666667,43.36,10.78,150,54,37
"20055",128.502729577465,37.1496685446009,29.268544600939,59.2235,9.5085,1065,301,140
