FIPS,GEO_ID,NAME,B19013_001E
15009,0500000US15009,"Maui County, Hawaii",84363
16001,0500000US16001,"Ada County, Idaho",69952
16003,0500000US16003,"Adams County, Idaho",50309
16005,0500000US16005,"Bannock County, Idaho",51977
16007,0500000US16007,"Bear Lake County, Idaho",52829
16009,0500000US16009,"Benewah County, Idaho",47983
16011,0500000US16011,"Bingham County, Idaho",58260
16013,0500000US16013,"Blaine County, Idaho",64627
16015,0500000US16015,"Boise County, Idaho",51760
16017,0500000US16017,"Bonner County, Idaho",51594
16019,0500000US16019,"Bonneville County, Idaho",61435
16021,0500000US16021,"Boundary County, Idaho",45319
16023,0500000US16023,"Butte County, Idaho",37404
16025,0500000US16025,"Camas County, Idaho",36908
16027,0500000US16027,"Canyon County, Idaho",56916
16029,0500000US16029,"Caribou County, Idaho",58099
16031,0500000US16031,"Cassia County, Idaho",52256
16033,0500000US16033,"Clark County, Idaho",36429
16035,0500000US16035,"Clearwater County, Idaho",42413
16037,0500000US16037,"Custer County, Idaho",44757
16039,0500000US16039,"Elmore County, Idaho",45656
16041,0500000US16041,"Franklin County, Idaho",59934
16043,0500000US16043,"Fremont County, Idaho",56825
16045,0500000US16045,"Gem County, Idaho",53720
16047,0500000US16047,"Gooding County, Idaho",50057
16049,0500000US16049,"Idaho County, Idaho",44951
16051,0500000US16051,"Jefferson County, Idaho",65577
16053,0500000US16053,"Jerome County, Idaho",55521
16055,0500000US16055,"Kootenai County, Idaho",60903
16057,0500000US16057,"Latah County, Idaho",51312
16059,0500000US16059,"Lemhi County, Idaho",38819
16061,0500000US16061,"Lewis County, Idaho",42370
16063,0500000US16063,"Lincoln County, Idaho",52363
16065,0500000US16065,"Madison County, Idaho",44419
16067,0500000US16067,"Minidoka County, Idaho",53011
16069,0500000US16069,"Nez Perce County, Idaho",57099
16071,0500000US16071,"Oneida County, Idaho",54484
16073,0500000US16073,"Owyhee County, Idaho",48601
16075,0500000US16075,"Payette County, Idaho",52788
16077,0500000US16077,"Power County, Idaho",51014
16079,0500000US16079,"Shoshone County, Idaho",40483
16081,0500000US16081,"Teton County, Idaho",73274
16083,0500000US16083,"Twin Falls County, Idaho",53363
16085,0500000US16085,"Valley County, Idaho",63115
16087,0500000US16087,"Washington County, Idaho",42126
17001,0500000US17001,"Adams County, Illinois",55052
17003,0500000US17003,"Alexander County, Illinois",34709
17005,0500000US17005,"Bond County, Illinois",53568
17007,0500000US17007,"Boone County, Illinois",70396
17009,0500000US17009,"Brown County, Illinois",60694
17011,0500000US17011,"Bureau County, Illinois",55549
17013,0500000US17013,"Calhoun County, Illinois",66602
17015,0500000US17015,"Carroll County, Illinois",52813
17017,0500000US17017,"Cass County, Illinois",53899
17019,0500000US17019,"Champaign County, Illinois",53936
17021,0500000US17021,"Christian County, Illinois",52120
17023,0500000US17023,"Clark County, Illinois",59481
17025,0500000US17025,"Clay County, Illinois",52167
17027,0500000US17027,"Clinton County, Illinois",67179
17029,0500000US17029,"Coles County, Illinois",46411
17031,0500000US17031,"Cook County, Illinois",67886
17033,0500000US17033,"Crawford County, Illinois",50968
17035,0500000US17035,"Cumberland County, Illinois",59271
17037,0500000US17037,"DeKalb County, Illinois",62353
17039,0500000US17039,"De Witt County, Illinois",57727
17041,0500000US17041,"Douglas County, Illinois",59620
17043,0500000US17043,"DuPage County, Illinois",94930
17045,0500000US17045,"Edgar County, Illinois",48543
17047,0500000US17047,"Edwards County, Illinois",53801
17049,0500000US17049,"Effingham County, Illinois",59932
17051,0500000US17051,"Fayette County, Illinois",45634
17053,0500000US17053,"Ford County, Illinois",50582
17055,0500000US17055,"Franklin County, Illinois",43671
17057,0500000US17057,"Fulton County, Illinois",52243
17059,0500000US17059,"Gallatin County, Illinois",43092
17061,0500000US17061,"Greene County, Illinois",51746
17063,0500000US17063,"Grundy County, Illinois",75767
17065,0500000US17065,"Hamilton County, Illinois",55977
17067,0500000US17067,"Hancock County, Illinois",55818
17069,0500000US17069,"Hardin County, Illinois",50847
17071,0500000US17071,"Henderson County, Illinois",55759
17073,0500000US17073,"Henry County, Illinois",60000
17075,0500000US17075,"Iroquois County, Illinois",54445
17077,0500000US17077,"Jackson County, Illinois",39689
17079,0500000US17079,"Jasper County, Illinois",55911
17081,0500000US17081,"Jefferson County, Illinois",51662
17083,0500000US17083,"Jersey County, Illinois",67845
17085,0500000US17085,"Jo Daviess County, Illinois",59223
17087,0500000US17087,"Johnson County, Illinois",55363
17089,0500000US17089,"Kane County, Illinois",83374
17091,0500000US17091,"Kankakee County, Illinois",59370
17093,0500000US17093,"Kendall County, Illinois",96854
17095,0500000US17095,"Knox County, Illinois",44464
17097,0500000US17097,"Lake County, Illinois",92654
17099,0500000US17099,"LaSalle County, Illinois",60069
17101,0500000US17101,"Lawrence County, Illinois",53087
17103,0500000US17103,"Lee County, Illinois",59986
17105,0500000US17105,"Livingston County, Illinois",58676
17107,0500000US17107,"Logan County, Illinois",58122
17109,0500000US17109,"McDonough County, Illinois",43591
17111,0500000US17111,"McHenry County, Illinois",90014
17113,0500000US17113,"McLean County, Illinois",68037
17115,0500000US17115,"Macon County, Illinois",53725
17117,0500000US17117,"Macoupin County, Illinois",56264
17119,0500000US17119,"Madison County, Illinois",64045
17121,0500000US17121,"Marion County, Illinois",49925
17123,0500000US17123,"Marshall County, Illinois",57303
17125,0500000US17125,"Mason County, Illinois",50883
17127,0500000US17127,"Massac County, Illinois",51195
17129,0500000US17129,"Menard County, Illinois",77550
17131,0500000US17131,"Mercer County, Illinois",57182
17133,0500000US17133,"Monroe County, Illinois",89648
17135,0500000US17135,"Montgomery County, Illinois",54886
17137,0500000US17137,"Morgan County, Illinois",53002
17139,0500000US17139,"Moultrie County, Illinois",64033
17141,0500000US17141,"Ogle County, Illinois",63643
17143,0500000US17143,"Peoria County, Illinois",55729
17145,0500000US17145,"Perry County, Illinois",51616
17147,0500000US17147,"Piatt County, Illinois",73668
17149,0500000US17149,"Pike County, Illinois",46605
17151,0500000US17151,"Pope County, Illinois",43140
17153,0500000US17153,"Pulaski County, Illinois",37308
17155,0500000US17155,"Putnam County, Illinois",64694
17157,0500000US17157,"Randolph County, Illinois",55319
17159,0500000US17159,"Richland County, Illinois",55032
17161,0500000US17161,"Rock Island County, Illinois",55980
17163,0500000US17163,"St. Clair County, Illinois",57473
17165,0500000US17165,"Saline County, Illinois",43928
17167,0500000US17167,"Sangamon County, Illinois",61743
17169,0500000US17169,"Schuyler County, Illinois",51376
17171,0500000US17171,"Scott County, Illinois",59352
17173,0500000US17173,"Shelby County, Illinois",59134
17175,0500000US17175,"Stark County, Illinois",53828
17177,0500000US17177,"Stephenson County, Illinois",50466
17179,0500000US17179,"Tazewell County, Illinois",66220
17181,0500000US17181,"Union County, Illinois",51655
17183,0500000US17183,"Vermilion County, Illinois",46842
17185,0500000US17185,"Wabash County, Illinois",48878
17187,0500000US17187,"Warren County, Illinois",54291
17189,0500000US17189,"Washington County, Illinois",64390
17191,0500000US17191,"Wayne County, Illinois",50205
17193,0500000US17193,"White County, Illinois",48303
17195,0500000US17195,"Whiteside County, Illinois",57172
17197,0500000US17197,"Will County, Illinois",90800
17199,0500000US17199,"Williamson County, Illinois",52076
17201,0500000US17201,"Winnebago County, Illinois",55310
17203,0500000US17203,"Woodford County, Illinois",74777
18001,0500000US18001,"Adams County, Indiana",52712
18003,0500000US18003,"Allen County, Indiana",57104
18005,0500000US18005,"Bartholomew County, Indiana",66978
18007,0500000US18007,"Benton County, Indiana",52656
18009,0500000US18009,"Blackford County, Indiana",44341
18011,0500000US18011,"Boone County, Indiana",89444
18013,0500000US18013,"Brown County, Indiana",66833
18015,0500000US18015,"Carroll County, Indiana",56159
18017,0500000US18017,"Cass County, Indiana",49020
18019,0500000US18019,"Clark County, Indiana",57111
18021,0500000US18021,"Clay County, Indiana",59398
18023,0500000US18023,"Clinton County, Indiana",53750
18025,0500000US18025,"Crawford County, Indiana",41761
18027,0500000US18027,"Daviess County, Indiana",53800
18029,0500000US18029,"Dearborn County, Indiana",70779
18031,0500000US18031,"Decatur County, Indiana",60794
18033,0500000US18033,"DeKalb County, Indiana",58415
18035,0500000US18035,"Delaware County, Indiana",45910
18037,0500000US18037,"Dubois County, Indiana",62846
18039,0500000US18039,"Elkhart County, Indiana",58509
18041,0500000US18041,"Fayette County, Indiana",47465
18043,0500000US18043,"Floyd County, Indiana",67603
18045,0500000US18045,"Fountain County, Indiana",52334
18047,0500000US18047,"Franklin County, Indiana",68180
18049,0500000US18049,"Fulton County, Indiana",50597
18051,0500000US18051,"Gibson County, Indiana",56638
18053,0500000US18053,"Grant County, Indiana",46900
18055,0500000US18055,"Greene County, Indiana",51777
18057,0500000US18057,"Hamilton County, Indiana",98880
18059,0500000US18059,"Hancock County, Indiana",75647
18061,0500000US18061,"Harrison County, Indiana",59169
18063,0500000US18063,"Hendricks County, Indiana",84754
18065,0500000US18065,"Henry County, Indiana",51104
18067,0500000US18067,"Howard County, Indiana",56387
18069,0500000US18069,"Huntington County, Indiana",54286
18071,0500000US18071,"Jackson County, Indiana",55097
18073,0500000US18073,"Jasper County, Indiana",61889
18075,0500000US18075,"Jay County, Indiana",45864
18077,0500000US18077,"Jefferson County, Indiana",51981
18079,0500000US18079,"Jennings County, Indiana",61610
18081,0500000US18081,"Johnson County, Indiana",72928
18083,0500000US18083,"Knox County, Indiana",47394
18085,0500000US18085,"Kosciusko County, Indiana",62789
18087,0500000US18087,"LaGrange County, Indiana",69331
18089,0500000US18089,"Lake County, Indiana",57530
18091,0500000US18091,"LaPorte County, Indiana",57010
18093,0500000US18093,"Lawrence County, Indiana",57740
18095,0500000US18095,"Madison County, Indiana",51476
18097,0500000US18097,"Marion County, Indiana",51219
18099,0500000US18099,"Marshall County, Indiana",54207
18101,0500000US18101,"Martin County, Indiana",55378
18103,0500000US18103,"Miami County, Indiana",50616
18105,0500000US18105,"Monroe County, Indiana",52229
18107,0500000US18107,"Montgomery County, Indiana",56408
18109,0500000US18109,"Morgan County, Indiana",67680
18111,0500000US18111,"Newton County, Indiana",57866
18113,0500000US18113,"Noble County, Indiana",58947
18115,0500000US18115,"Ohio County, Indiana",63649
18117,0500000US18117,"Orange County, Indiana",52164
18119,0500000US18119,"Owen County, Indiana",52204
18121,0500000US18121,"Parke County, Indiana",55853
18123,0500000US18123,"Perry County, Indiana",51496
18125,0500000US18125,"Pike County, Indiana",55022
18127,0500000US18127,"Porter County, Indiana",72255
18129,0500000US18129,"Posey County, Indiana",64983
18131,0500000US18131,"Pulaski County, Indiana",49140
18133,0500000US18133,"Putnam County, Indiana",61505
18135,0500000US18135,"Randolph County, Indiana",53322
18137,0500000US18137,"Ripley County, Indiana",60055
18139,0500000US18139,"Rush County, Indiana",56814
18141,0500000US18141,"St. Joseph County, Indiana",54433
18143,0500000US18143,"Scott County, Indiana",45123
18145,0500000US18145,"Shelby County, Indiana",59712
18147,0500000US18147,"Spencer County, Indiana",56919
18149,0500000US18149,"Starke County, Indiana",49705
18151,0500000US18151,"Steuben County, Indiana",58905
18153,0500000US18153,"Sullivan County, Indiana",49449
18155,0500000US18155,"Switzerland County, Indiana",51270
18157,0500000US18157,"Tippecanoe County, Indiana",51926
18159,0500000US18159,"Tipton County, Indiana",68707
18161,0500000US18161,"Union County, Indiana",55278
18163,0500000US18163,"Vanderburgh County, Indiana",51179
18165,0500000US18165,"Vermillion County, Indiana",54361
18167,0500000US18167,"Vigo County, Indiana",47261
18169,0500000US18169,"Wabash County, Indiana",56573
18171,0500000US18171,"Warren County, Indiana",65614
18173,0500000US18173,"Warrick County, Indiana",79079
18175,0500000US18175,"Washington County, Indiana",50459
18177,0500000US18177,"Wayne County, Indiana",47756
18179,0500000US18179,"Wells County, Indiana",57565
18181,0500000US18181,"White County, Indiana",53865
18183,0500000US18183,"Whitley County, Indiana",64992
19001,0500000US19001,"Adair County, Iowa",55700
19003,0500000US19003,"Adams County, Iowa",52287
19005,0500000US19005,"Allamakee County, Iowa",55523
19007,0500000US19007,"Appanoose County, Iowa",39693
19009,0500000US19009,"Audubon County, Iowa",49245
19011,0500000US19011,"Benton County, Iowa",66046
19013,0500000US19013,"Black Hawk County, Iowa",54774
19015,0500000US19015,"Boone County, Iowa",67442
19017,0500000US19017,"Bremer County, Iowa",72209
19019,0500000US19019,"Buchanan County, Iowa",67252
19021,0500000US19021,"Buena Vista County, Iowa",54014
19023,0500000US19023,"Butler County, Iowa",56473
19025,0500000US19025,"Calhoun County, Iowa",55285
19027,0500000US19027,"Carroll County, Iowa",59198
19029,0500000US19029,"Cass County, Iowa",52005
19031,0500000US19031,"Cedar County, Iowa",69259
19033,0500000US19033,"Cerro Gordo County, Iowa",56082
19035,0500000US19035,"Cherokee County, Iowa",56302
19037,0500000US19037,"Chickasaw County, Iowa",61239
19039,0500000US19039,"Clarke County, Iowa",55078
19041,0500000US19041,"Clay County, Iowa",51259
19043,0500000US19043,"Clayton County, Iowa",56456
19045,0500000US19045,"Clinton County, Iowa",52221
19047,0500000US19047,"Crawford County, Iowa",54849
19049,0500000US19049,"Dallas County, Iowa",88368
19051,0500000US19051,"Davis County, Iowa",67627
19053,0500000US19053,"Decatur County, Iowa",48154
19055,0500000US19055,"Delaware County, Iowa",63877
19057,0500000US19057,"Des Moines County, Iowa",51784
19059,0500000US19059,"Dickinson County, Iowa",60975
19061,0500000US19061,"Dubuque County, Iowa",64493
19063,0500000US19063,"Emmet County, Iowa",56708
19065,0500000US19065,"Fayette County, Iowa",49834
19067,0500000US19067,"Floyd County, Iowa",51768
19069,0500000US19069,"Franklin County, Iowa",55630
19071,0500000US19071,"Fremont County, Iowa",59688
19073,0500000US19073,"Greene County, Iowa",51098
19075,0500000US19075,"Grundy County, Iowa",71760
19077,0500000US19077,"Guthrie County, Iowa",62644
19079,0500000US19079,"Hamilton County, Iowa",60248
19081,0500000US19081,"Hancock County, Iowa",61957
19083,0500000US19083,"Hardin County, Iowa",54930
19085,0500000US19085,"Harrison County, Iowa",64154
19087,0500000US19087,"Henry County, Iowa",54490
19089,0500000US19089,"Howard County, Iowa",56709
19091,0500000US19091,"Humboldt County, Iowa",55707
19093,0500000US19093,"Ida County, Iowa",54219
19095,0500000US19095,"Iowa County, Iowa",62660
19097,0500000US19097,"Jackson County, Iowa",59042
19099,0500000US19099,"Jasper County, Iowa",59481
19101,0500000US19101,"Jefferson County, Iowa",47401
19103,0500000US19103,"Johnson County, Iowa",63062
19105,0500000US19105,"Jones County, Iowa",57134
19107,0500000US19107,"Keokuk County, Iowa",52012
19109,0500000US19109,"Kossuth County, Iowa",56156
19111,0500000US19111,"Lee County, Iowa",52072
19113,0500000US19113,"Linn County, Iowa",67301
19115,0500000US19115,"Louisa County, Iowa",63034
19117,0500000US19117,"Lucas County, Iowa",53967
19119,0500000US19119,"Lyon County, Iowa",65959
19121,0500000US19121,"Madison County, Iowa",71811
19123,0500000US19123,"Mahaska County, Iowa",56417
19125,0500000US19125,"Marion County, Iowa",64136
19127,0500000US19127,"Marshall County, Iowa",58735
19129,0500000US19129,"Mills County, Iowa",75137
19131,0500000US19131,"Mitchell County, Iowa",60260
19133,0500000US19133,"Monona County, Iowa",51866
19135,0500000US19135,"Monroe County, Iowa",59489
19137,0500000US19137,"Montgomery County, Iowa",55761
19139,0500000US19139,"Muscatine County, Iowa",60435
19141,0500000US19141,"O'Brien County, Iowa",57200
19143,0500000US19143,"Osceola County, Iowa",61167
19145,0500000US19145,"Page County, Iowa",51196
19147,0500000US19147,"Palo Alto County, Iowa",56437
19149,0500000US19149,"Plymouth County, Iowa",71147
19151,0500000US19151,"Pocahontas County, Iowa",53573
19153,0500000US19153,"Polk County, Iowa",69747
19155,0500000US19155,"Pottawattamie County, Iowa",59901
19157,0500000US19157,"Poweshiek County, Iowa",53925
19159,0500000US19159,"Ringgold County, Iowa",55970
19161,0500000US19161,"Sac County, Iowa",57446
19163,0500000US19163,"Scott County, Iowa",63876
19165,0500000US19165,"Shelby County, Iowa",60139
19167,0500000US19167,"Sioux County, Iowa",73260
19169,0500000US19169,"Story County, Iowa",58302
19171,0500000US19171,"Tama County, Iowa",54749
19173,0500000US19173,"Taylor County, Iowa",57768
19175,0500000US19175,"Union County, Iowa",50375
19177,0500000US19177,"Van Buren County, Iowa",49898
19179,0500000US19179,"Wapello County, Iowa",46433
19181,0500000US19181,"Warren County, Iowa",80309
19183,0500000US19183,"Washington County, Iowa",63532
19185,0500000US19185,"Wayne County, Iowa",47543
19187,0500000US19187,"Webster County, Iowa",51909
19189,0500000US19189,"Winnebago County, Iowa",51581
19191,0500000US19191,"Winneshiek County, Iowa",63162
19193,0500000US19193,"Woodbury County, Iowa",60768
19195,0500000US19195,"Worth County, Iowa",60442
19197,0500000US19197,"Wright County, Iowa",51221
20001,0500000US20001,"Allen County, Kansas",47983
20003,0500000US20003,"Anderson County, Kansas",52995
20005,0500000US20005,"Atchison County, Kansas",50683
20007,0500000US20007,"Barber County, Kansas",49668
20009,0500000US20009,"Barton County, Kansas",48863
20011,0500000US20011,"Bourbon County, Kansas",46369
20013,0500000US20013,"Brown County, Kansas",50649
20015,0500000US20015,"Butler County, Kansas",66405
20017,0500000US20017,"Chase County, Kansas",48906
20019,0500000US20019,"Chautauqua County, Kansas",39500
20021,0500000US20021,"Cherokee County, Kansas",41936
20023,0500000US20023,"Cheyenne County, Kansas",42802
20025,0500000US20025,"Clark County, Kansas",52500
20027,0500000US20027,"Clay County, Kansas",47880
20029,0500000US20029,"Cloud County, Kansas",48295
20031,0500000US20031,"Coffey County, Kansas",59405
20033,0500000US20033,"Comanche County, Kansas",48125
20035,0500000US20035,"Cowley County, Kansas",50786
20037,0500000US20037,"Crawford County, Kansas",42615
20039,0500000US20039,"Decatur County, Kansas",44125
20041,0500000US20041,"Dickinson County, Kansas",53864
20043,0500000US20043,"Doniphan County, Kansas",51953
20045,0500000US20045,"Douglas County, Kansas",61020
20047,0500000US20047,"Edwards County, Kansas",50028
20049,0500000US20049,"Elk County, Kansas",42564
20051,0500000US20051,"Ellis County, Kansas",57053
20053,0500000US20053,"Ellsworth County, Kansas",56306
20055,0500000US20055,"Finney County, Kansas",60498
20057,0500000US20057,"Ford County, Kansas",53743
20059,0500000US20059,"Franklin County, Kansas",55873
20061,0500000US20061,"Geary County, Kansas",52019
20063,0500000US20063,"Gove County, Kansas",53906
20065,0500000US20065,"Graham County, Kansas",40890
20067,0500000US20067,"Grant County, Kansas",60625
20069,0500000US20069,"Gray County, Kansas",70457
20071,0500000US20071,"Greeley County, Kansas",53750
20073,0500000US20073,"Greenwood County, Kansas",43320
20075,0500000US20075,"Hamilton County, Kansas",44894
20077,0500000US20077,"Harper County, Kansas",49283
20079,0500000US20079,"Harvey County, Kansas",58782
20081,0500000US20081,"Haskell County, Kansas",54638
20083,0500000US20083,"Hodgeman County, Kansas",60703
20085,0500000US20085,"Jackson County, Kansas",59686
20087,0500000US20087,"Jefferson County, Kansas",67429
20089,0500000US20089,"Jewell County, Kansas",38188
20091,0500000US20091,"Johnson County, Kansas",91650
20093,0500000US20093,"Kearny County, Kansas",46464
20095,0500000US20095,"Kingman County, Kansas",57304
20097,0500000US20097,"Kiowa County, Kansas",53107
20099,0500000US20099,"Labette County, Kansas",47922
20101,0500000US20101,"Lane County, Kansas",41318
20103,0500000US20103,"Leavenworth County, Kansas",76307
20105,0500000US20105,"Lincoln County, Kansas",46523
20107,0500000US20107,"Linn County, Kansas",48325
20109,0500000US20109,"Logan County, Kansas",51136
20111,0500000US20111,"Lyon County, Kansas",50141
20113,0500000US20113,"McPherson County, Kansas",59928
20115,0500000US20115,"Marion County, Kansas",50816
20117,0500000US20117,"Marshall County, Kansas",52293
20119,0500000US20119,"Meade County, Kansas",56817
20121,0500000US20121,"Miami County, Kansas",75635
20123,0500000US20123,"Mitchell County, Kansas",47375
20125,0500000US20125,"Montgomery County, Kansas",45288
20127,0500000US20127,"Morris County, Kansas",52792
20129,0500000US20129,"Morton County, Kansas",41866
20131,0500000US20131,"Nemaha County, Kansas",61382
20133,0500000US20133,"Neosho County, Kansas",49493
20135,0500000US20135,"Ness County, Kansas",57222
20137,0500000US20137,"Norton County, Kansas",48486
20139,0500000US20139,"Osage County, Kansas",58927
20141,0500000US20141,"Osborne County, Kansas",50774
20143,0500000US20143,"Ottawa County, Kansas",59607
20145,0500000US20145,"Pawnee County, Kansas",46559
20147,0500000US20147,"Phillips County, Kansas",51820
20149,0500000US20149,"Pottawatomie County, Kansas",70064
20151,0500000US20151,"Pratt County, Kansas",54644
20153,0500000US20153,"Rawlins County, Kansas",57281
20155,0500000US20155,"Reno County, Kansas",51520
20157,0500000US20157,"Republic County, Kansas",50411
20159,0500000US20159,"Rice County, Kansas",49688
20161,0500000US20161,"Riley County, Kansas",51098
20163,0500000US20163,"Rooks County, Kansas",51362
20165,0500000US20165,"Rush County, Kansas",46333
20167,0500000US20167,"Russell County, Kansas",50630
20169,0500000US20169,"Saline County, Kansas",51830
20171,0500000US20171,"Scott County, Kansas",55625
20173,0500000US20173,"Sedgwick County, Kansas",57540
20175,0500000US20175,"Seward County, Kansas",49395
20177,0500000US20177,"Shawnee County, Kansas",58652
20179,0500000US20179,"Sheridan County, Kansas",62105
20181,0500000US20181,"Sherman County, Kansas",57005
20183,0500000US20183,"Smith County, Kansas",42098
20185,0500000US20185,"Stafford County, Kansas",51857
20187,0500000US20187,"Stanton County, Kansas",57741
20189,0500000US20189,"Stevens County, Kansas",59044
20191,0500000US20191,"Sumner County, Kansas",53578
20193,0500000US20193,"Thomas County, Kansas",68313
20195,0500000US20195,"Trego County, Kansas",59420
20197,0500000US20197,"Wabaunsee County, Kansas",65742
20199,0500000US20199,"Wallace County, Kansas",49632
20201,0500000US20201,"Washington County, Kansas",52172
20203,0500000US20203,"Wichita County, Kansas",58299
20205,0500000US20205,"Wilson County, Kansas",49682
20207,0500000US20207,"Woodson County, Kansas",42692
20209,0500000US20209,"Wyandotte County, Kansas",48093
21001,0500000US21001,"Adair County, Kentucky",43026
21003,0500000US21003,"Allen County, Kentucky",44180
21005,0500000US21005,"Anderson County, Kentucky",54413
21007,0500000US21007,"Ballard County, Kentucky",45517
21009,0500000US21009,"Barren County, Kentucky",41674
21011,0500000US21011,"Bath County, Kentucky",44893
21013,0500000US21013,"Bell County, Kentucky",28442
21015,0500000US21015,"Boone County, Kentucky",82838
21017,0500000US21017,"Bourbon County, Kentucky",47024
21019,0500000US21019,"Boyd County, Kentucky",51019
21021,0500000US21021,"Boyle County, Kentucky",51562
21023,0500000US21023,"Bracken County, Kentucky",60053
21025,0500000US21025,"Breathitt County, Kentucky",29538
21027,0500000US21027,"Breckinridge County, Kentucky",47236
21029,0500000US21029,"Bullitt County, Kentucky",65531
21031,0500000US21031,"Butler County, Kentucky",45955
21033,0500000US21033,"Caldwell County, Kentucky",48281
21035,0500000US21035,"Calloway County, Kentucky",41841
21037,0500000US21037,"Campbell County, Kentucky",63152
21039,0500000US21039,"Carlisle County, Kentucky",41222
21041,0500000US21041,"Carroll County, Kentucky",41014
21043,0500000US21043,"Carter County, Kentucky",39492
21045,0500000US21045,"Casey County, Kentucky",33004
21047,0500000US21047,"Christian County, Kentucky",44279
21049,0500000US21049,"Clark County, Kentucky",54871
21051,0500000US21051,"Clay County, Kentucky",27479
21053,0500000US21053,"Clinton County, Kentucky",33092
21055,0500000US21055,"Crittenden County, Kentucky",46354
21057,0500000US21057,"Cumberland County, Kentucky",35030
21059,0500000US21059,"Daviess County, Kentucky",54881
21061,0500000US21061,"Edmonson County, Kentucky",44229
21063,0500000US21063,"Elliott County, Kentucky",36950
21065,0500000US21065,"Estill County, Kentucky",32800
21067,0500000US21067,"Fayette County, Kentucky",58954
21069,0500000US21069,"Fleming County, Kentucky",42087
21071,0500000US21071,"Floyd County, Kentucky",35096
21073,0500000US21073,"Franklin County, Kentucky",59056
21075,0500000US21075,"Fulton County, Kentucky",31587
21077,0500000US21077,"Gallatin County, Kentucky",55113
21079,0500000US21079,"Garrard County, Kentucky",55369
21081,0500000US21081,"Grant County, Kentucky",56746
21083,0500000US21083,"Graves County, Kentucky",45614
21085,0500000US21085,"Grayson County, Kentucky",38262
21087,0500000US21087,"Green County, Kentucky",33846
21089,0500000US21089,"Greenup County, Kentucky",52337
21091,0500000US21091,"Hancock County, Kentucky",56265
21093,0500000US21093,"Hardin County, Kentucky",57101
21095,0500000US21095,"Harlan County, Kentucky",28261
21097,0500000US21097,"Harrison County, Kentucky",50270
21099,0500000US21099,"Hart County, Kentucky",39834
21101,0500000US21101,"Henderson County, Kentucky",50471
21103,0500000US21103,"Henry County, Kentucky",52550
21105,0500000US21105,"Hickman County, Kentucky",44063
21107,0500000US21107,"Hopkins County, Kentucky",47014
21109,0500000US21109,"Jackson County, Kentucky",31515
21111,0500000US21111,"Jefferson County, Kentucky",58196
21113,0500000US21113,"Jessamine County, Kentucky",64855
21115,0500000US21115,"Johnson County, Kentucky",38333
21117,0500000US21117,"Kenton County, Kentucky",66541
21119,0500000US21119,"Knott County, Kentucky",32531
21121,0500000US21121,"Knox County, Kentucky",30257
21123,0500000US21123,"Larue County, Kentucky",48495
21125,0500000US21125,"Laurel County, Kentucky",43745
21127,0500000US21127,"Lawrence County, Kentucky",32856
21129,0500000US21129,"Lee County, Kentucky",24699
21131,0500000US21131,"Leslie County, Kentucky",36038
21133,0500000US21133,"Letcher County, Kentucky",33181
21135,0500000US21135,"Lewis County, Kentucky",29844
21137,0500000US21137,"Lincoln County, Kentucky",42231
21139,0500000US21139,"Livingston County, Kentucky",52795
21141,0500000US21141,"Logan County, Kentucky",48912
21143,0500000US21143,"Lyon County, Kentucky",49286
21145,0500000US21145,"McCracken County, Kentucky",47011
21147,0500000US21147,"McCreary County, Kentucky",29499
21149,0500000US21149,"McLean County, Kentucky",54181
21151,0500000US21151,"Madison County, Kentucky",51649
21153,0500000US21153,"Magoffin County, Kentucky",27807
21155,0500000US21155,"Marion County, Kentucky",43587
21157,0500000US21157,"Marshall County, Kentucky",57348
21159,0500000US21159,"Martin County, Kentucky",42894
21161,0500000US21161,"Mason County, Kentucky",46241
21163,0500000US21163,"Meade County, Kentucky",61500
21165,0500000US21165,"Menifee County, Kentucky",46746
21167,0500000US21167,"Mercer County, Kentucky",52312
21169,0500000US21169,"Metcalfe County, Kentucky",40391
21171,0500000US21171,"Monroe County, Kentucky",35078
21173,0500000US21173,"Montgomery County, Kentucky",46998
21175,0500000US21175,"Morgan County, Kentucky",37399
21177,0500000US21177,"Muhlenberg County, Kentucky",45937
21179,0500000US21179,"Nelson County, Kentucky",63032
21181,0500000US21181,"Nicholas County, Kentucky",47665
21183,0500000US21183,"Ohio County, Kentucky",45773
21185,0500000US21185,"Oldham County, Kentucky",103761
21187,0500000US21187,"Owen County, Kentucky",50553
21189,0500000US21189,"Owsley County, Kentucky",29406
21191,0500000US21191,"Pendleton County, Kentucky",56000
21193,0500000US21193,"Perry County, Kentucky",39594
21195,0500000US21195,"Pike County, Kentucky",34700
21197,0500000US21197,"Powell County, Kentucky",41071
21199,0500000US21199,"Pulaski County, Kentucky",40658
21201,0500000US21201,"Robertson County, Kentucky",53074
21203,0500000US21203,"Rockcastle County, Kentucky",38744
21205,0500000US21205,"Rowan County, Kentucky",42754
21207,0500000US21207,"Russell County, Kentucky",41731
21209,0500000US21209,"Scott County, Kentucky",71750
21211,0500000US21211,"Shelby County, Kentucky",72564
21213,0500000US21213,"Simpson County, Kentucky",50159
21215,0500000US21215,"Spencer County, Kentucky",85488
21217,0500000US21217,"Taylor County, Kentucky",50266
21219,0500000US21219,"Todd County, Kentucky",47229
21221,0500000US21221,"Trigg County, Kentucky",50980
21223,0500000US21223,"Trimble County, Kentucky",57589
